uri,dcterms:identifier,ID,description:架番号,rdfs:label,description:表記,schema:category,description:推定した国郡名等,schema:description,schema:longitude,schema:latitude,schema:geo^^uri,xywh,schema:url,canvas,schema:relatedLink,schema:image,schema:isPartOf^^uri
http://example.org/data/38bd8776b11262794f9019a8c591c8e9,38bd8776b11262794f9019a8c591c8e9,,保-39,丹波国,丹波国,,,,,,,"7529,14598,1205,718",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=7529,14598,1205,718","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/7529,14598,1205,718/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/04f2fc825d2abc5a9193abb80b520f68,04f2fc825d2abc5a9193abb80b520f68,,保-39,西,西,方位,,,,,,"6958,14048,570,527",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=6958,14048,570,527","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/6958,14048,570,527/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/af8a3da1f72149da757b1d47fa0c9580,af8a3da1f72149da757b1d47fa0c9580,,保-39,愛宕嵩御在所,愛宕嵩御在所,,nan,愛宕山。愛宕神社は現京都府京都市右京区嵯峨愛宕町にあり、愛宕山の最高峰朝日峰の山頂近くに鎮座。近代以前は愛宕山の別称白雲山にちなみ白雲寺とも愛宕権現ともよばれた神仏習合の社。,135.6344,35.06006,http://geohash.org/xn0rqqmzwsfu,"5905,12920,658,1067",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=5905,12920,658,1067","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/5905,12920,658,1067/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/5edefcdf1017b9fe73dc14d2ecbd0dbb,5edefcdf1017b9fe73dc14d2ecbd0dbb,,保-39,清塩瀧谷,清塩瀧谷,谷,,,,,,"8129,11024,909,355",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=8129,11024,909,355","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/8129,11024,909,355/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/b95fc8b22f12626e5fcde82d9ccafc04,b95fc8b22f12626e5fcde82d9ccafc04,,保-39,雷嵩,雷嵩,,nan,現竜ヶ岳とされる。,135.632787,35.076194,http://geohash.org/xn0rw3kv9h2p,"4173,13256,474,559",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=4173,13256,474,559","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/4173,13256,474,559/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/b943e83197c6ae6f4ffec41245afcbca,b943e83197c6ae6f4ffec41245afcbca,,保-39,柊宮尾牓示,柊宮尾牓示,榜示,,,,,,"6886,8239,263,755",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=6886,8239,263,755","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/6886,8239,263,755/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/f022822f99821557963b6bd7c7435fae,f022822f99821557963b6bd7c7435fae,,保-39,小乃,小乃,,nan,比叡山西麓、旧来迎院村の東に位置する。ただし、古くは漠然と小野（愛宕郡小野郷）にある山の意で用いられている。,135.65997,35.101467,http://geohash.org/xn0rxn08f7tq,"1072,6671,475,687",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=1072,6671,475,687","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/1072,6671,475,687/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/e634888af8208a622a6a0dc2b1deea58,e634888af8208a622a6a0dc2b1deea58,,保-39,神護寺,神護寺,寺,nan,現京都府京都市右京区梅ヶ畑高雄町。清滝川の北西にそびえる高雄山の山腹に位置する。高雄山と号し、高野山真言宗別格本山。本尊薬師如来。神護国祚真言寺。,135.670866,35.05502,http://geohash.org/xn0rrm8d233g,"8241,6700,1405,1162",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=8241,6700,1405,1162","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/8241,6700,1405,1162/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/ffb2c71d8f3fea11248e36d094b14fb7,ffb2c71d8f3fea11248e36d094b14fb7,,保-39,梅尾,梅尾,,nan,栂尾山高尾山。古義真言宗の別格本山で真言宗御室派に属したが、現在は単立。正式には栂尾山高山寺という。また日出先照高山之寺と称する。,135.678573,35.060119,http://geohash.org/xn0rrqqpgzus,"4743,3821,447,580",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=4743,3821,447,580","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/4743,3821,447,580/200,/0/default.jpg",http://example.org/data/保-39
http://example.org/data/2bb2637163d92bf29e157c1d5d8e6c15,2bb2637163d92bf29e157c1d5d8e6c15,,保-39,東,東,方位,,,,,,"6047,452,570,782",https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/manifest.json,https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1,"https://nakamura196.github.io/shoen/iiif/33e6d6b103fbb1bb0930cd6290217512/canvas/p1#xywh=6047,452,570,782","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/39/00000001.tif/6047,452,570,782/200,/0/default.jpg",http://example.org/data/保-39
