uri,dcterms:identifier,ID,description:架番号,rdfs:label,description:表記,schema:category,description:推定した国郡名等,schema:description,schema:longitude,schema:latitude,schema:geo^^uri,xywh,schema:url,canvas,schema:relatedLink,schema:image,schema:isPartOf^^uri
http://example.org/data/1672d68a2f4eb01b6d89b7630459f326,1672d68a2f4eb01b6d89b7630459f326,,保-167-1,四王寺山,四王寺山,山,長門国,四王司山。厚東氏の居城が築かれた山。,130.981874,34.02841,http://geohash.org/wyj1sddjfgkh,"1385,769,1748,3734",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=1385,769,1748,3734","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/1385,769,1748,3734/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/79cd7b68d991ac44d7f00bb3932ee325,79cd7b68d991ac44d7f00bb3932ee325,,保-167-1,国分寺,国分寺,寺,長門国,周防灘に沿って南北に延びる狭長な亀ノ甲台地の西隅に近く、長門鋳銭所跡東方の地、標高約一〇メートルの段丘に長門国分寺が造営されていた。当時の寺観はつまびらかでない。,130.985205,34.00006,http://geohash.org/wyj1kts88qxf,"3172,1858,3174,1559",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=3172,1858,3174,1559","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/3172,1858,3174,1559/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/b33a09feb566de76c5d0a224caf1b1a6,b33a09feb566de76c5d0a224caf1b1a6,,保-167-1,惣社,惣社,,長門国,もと功山寺の北東に鎮座し、祭神は大己貴命をはじめ天神地祇。忌宮神社に合祀され、現在は忌宮神社境外摂社・守宮司神社の境内内にある。昭和40年代までは惣社町４番地の一隅にあった。,130.986432,33.996516,http://geohash.org/wyj1ksvkj1fv,"2046,13296,1471,1062",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=2046,13296,1471,1062","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/2046,13296,1471,1062/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/3571e2b06fc0da7e6145aabfd530a165,3571e2b06fc0da7e6145aabfd530a165,,保-167-1,守護館,守護館,,長門国,遺構は認められず、規模も明らかでないが、境内絵図や地形から旧毛利邸付近に比定される。,130.984374,33.997749,http://geohash.org/wyj1kt5gjpu0,"1629,10811,1617,2063",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=1629,10811,1617,2063","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/1629,10811,1617,2063/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/ea6de5333d4e43a7aba5a10dd1be25fb,ea6de5333d4e43a7aba5a10dd1be25fb,,保-167-1,守護代所,守護代所,,長門国,およそ現山口県下関市長府亀の甲一丁目四番地の東半分などが敷地として比定されている。,130.988539,34.00068,http://geohash.org/wyj1ktwuq4ju,"10750,1946,2481,897",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=10750,1946,2481,897","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/10750,1946,2481,897/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/11a504ba21e84931595679f06d66537b,11a504ba21e84931595679f06d66537b,,保-167-1,皇陵松,□□□〔仲哀天〕皇陵松,松,長門国,日頼寺の北の峰の上にある仲哀天皇殯斂地を伝えるものに比定される。,130.987179,33.994391,http://geohash.org/wyj1ksmzwmzc,"10032,13313,392,873",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=10032,13313,392,873","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/10032,13313,392,873/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/4528e4a30cb1e72ebfddd0d424d662af,4528e4a30cb1e72ebfddd0d424d662af,,保-167-1,極楽寺,極楽寺,寺,長門国,現日頼寺。仲哀天皇殯斂地がある。,130.987354,33.99378,http://geohash.org/wyj1ksqh4efk,"11059,13228,848,378",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=11059,13228,848,378","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/11059,13228,848,378/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/ad56375f99ea9f29e99f780da251ef4c,ad56375f99ea9f29e99f780da251ef4c,,保-167-1,赤間関,赤間関,,長門国,現山口県下関市中之町・唐戸町・岬之町の各全域、およびみもすそ川町・壇之浦町・阿弥陀寺町・宮田町一丁目・赤間町・田中町・南部町・観音崎町・入江町・細江町一丁目の各一部。北部は小高い丘陵地が東西に連なり、南東側は関門海峡に面する。北は赤間関後地、西は長崎村・豊前田と接する。,130.945511,33.957945,http://geohash.org/wyj15tze7ecb,"12087,13655,319,539",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=12087,13655,319,539","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/12087,13655,319,539/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/0bea30f9475380f501d8eec3492538b7,0bea30f9475380f501d8eec3492538b7,,保-167-1,引嶋,引嶋,島,長門国,現彦島。山口県下関市の南西端に、関門海峡の西口に横たわる島。,130.90313,33.934285,http://geohash.org/wyj14c8c810q,"8640,14207,213,385",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=8640,14207,213,385","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/8640,14207,213,385/200,/0/default.jpg",http://example.org/data/保-167-1
http://example.org/data/04c7664ee0320cbfe4266ecb27b2d4a5,04c7664ee0320cbfe4266ecb27b2d4a5,,保-167-1,ｒ興津嶋満珠,興津嶋満珠,,,,,,,"15238,2745,1276,820",https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/manifest.json,https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1,"https://nakamura196.github.io/shoen/iiif/b42b1822decb81dc464094aa1a7e1182/canvas/p1#xywh=15238,2745,1276,820","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-1/00000001.tif/15238,2745,1276,820/200,/0/default.jpg",http://example.org/data/保-167-1
